"Record Length",3200,"Points",0.00000000e+000,-1.08788605e+001
"Sample Interval",7.81250000e+005,Hz,7.81250000e+005,-1.66037464e+001
"Trigger Point",0,"Samples",1.56250000e+006,-1.88571758e+001
"Trigger Time",0.00000000e+000,Hz,2.34375000e+006,-2.33340950e+001
"",,,3.12500000e+006,-3.30585938e+001
"Horizontal Offset",0.00000000e+000,Hz,3.90625000e+006,-3.77340164e+001
,,,4.68750000e+006,-2.99521790e+001
,,,5.46875000e+006,-2.96174850e+001
,,,6.25000000e+006,-3.33672562e+001
,,,7.03125000e+006,-5.20398521e+001
,,,7.81250000e+006,-3.80782928e+001
,,,8.59375000e+006,-3.38604393e+001
,,,9.37500000e+006,-3.45956802e+001
,,,1.01562500e+007,-4.09277573e+001
,,,1.09375000e+007,-4.89375076e+001
,,,1.17187500e+007,-3.81158943e+001
,,,1.25000000e+007,-3.65915070e+001
,,,1.32812500e+007,-3.96217880e+001
,,,1.40625000e+007,-5.17597885e+001
,,,1.48437500e+007,-4.44988251e+001
,,,1.56250000e+007,-3.93373795e+001
,,,1.64062500e+007,-3.95706635e+001
,,,1.71875000e+007,-4.45416031e+001
,,,1.79687500e+007,-6.03525429e+001
,,,1.87500000e+007,-4.33837852e+001
,,,1.95312500e+007,-4.04129906e+001
,,,2.03125000e+007,-4.24100113e+001
,,,2.10937500e+007,-5.33791809e+001
,,,2.18750000e+007,-5.16153679e+001
,,,2.26562500e+007,-4.31564751e+001
,,,2.34375000e+007,-4.15481148e+001
,,,2.42187500e+007,-4.82525787e+001
,,,2.50000000e+007,-5.57797050e+001
,,,2.57812500e+007,-4.74303741e+001
,,,2.65625000e+007,-4.30582504e+001
,,,2.73437500e+007,-4.43031807e+001
,,,2.81250000e+007,-5.08651352e+001
,,,2.89062500e+007,-5.30322495e+001
,,,2.96875000e+007,-4.66932602e+001
,,,3.04687500e+007,-4.43923302e+001
,,,3.12500000e+007,-4.62745056e+001
,,,3.20312500e+007,-7.07033844e+001
,,,3.28125000e+007,-5.06189575e+001
,,,3.35937500e+007,-4.69642906e+001
,,,3.43750000e+007,-4.44552460e+001
,,,3.51562500e+007,-5.13851242e+001
,,,3.59375000e+007,-5.90587692e+001
,,,3.67187500e+007,-4.76553612e+001
,,,3.75000000e+007,-4.52083740e+001
,,,3.82812500e+007,-4.94376450e+001
,,,3.90625000e+007,-5.70175362e+001
,,,3.98437500e+007,-5.18647232e+001
,,,4.06250000e+007,-4.73944054e+001
,,,4.14062500e+007,-4.68773117e+001
