"Record Length",3200,"Points",0.00000000e+000,-1.05995989e+001
"Sample Interval",7.81250000e+005,Hz,7.81250000e+005,-1.63203411e+001
"Trigger Point",0,"Samples",1.56250000e+006,-1.85414505e+001
"Trigger Time",0.00000000e+000,Hz,2.34375000e+006,-2.31199837e+001
"",,,3.12500000e+006,-3.25796623e+001
"Horizontal Offset",0.00000000e+000,Hz,3.90625000e+006,-3.69505234e+001
,,,4.68750000e+006,-2.95053329e+001
,,,5.46875000e+006,-2.93772812e+001
,,,6.25000000e+006,-3.33486023e+001
,,,7.03125000e+006,-5.34840813e+001
,,,7.81250000e+006,-3.73529663e+001
,,,8.59375000e+006,-3.37687149e+001
,,,9.37500000e+006,-3.47303772e+001
,,,1.01562500e+007,-4.12127304e+001
,,,1.09375000e+007,-5.06423225e+001
,,,1.17187500e+007,-3.79499664e+001
,,,1.25000000e+007,-3.66646805e+001
,,,1.32812500e+007,-3.87371407e+001
,,,1.40625000e+007,-5.10410080e+001
,,,1.48437500e+007,-4.37400208e+001
,,,1.56250000e+007,-3.85661125e+001
,,,1.64062500e+007,-3.94987373e+001
,,,1.71875000e+007,-4.44285851e+001
,,,1.79687500e+007,-5.46296806e+001
,,,1.87500000e+007,-4.29734001e+001
,,,1.95312500e+007,-4.09203377e+001
,,,2.03125000e+007,-4.21838722e+001
,,,2.10937500e+007,-5.42400169e+001
,,,2.18750000e+007,-5.21980667e+001
,,,2.26562500e+007,-4.26939850e+001
,,,2.34375000e+007,-4.13268204e+001
,,,2.42187500e+007,-4.70268288e+001
,,,2.50000000e+007,-6.34699593e+001
,,,2.57812500e+007,-4.77873917e+001
,,,2.65625000e+007,-4.31746635e+001
,,,2.73437500e+007,-4.42220535e+001
,,,2.81250000e+007,-5.10159645e+001
,,,2.89062500e+007,-5.64654884e+001
,,,2.96875000e+007,-4.47703896e+001
,,,3.04687500e+007,-4.36666603e+001
,,,3.12500000e+007,-4.70458794e+001
,,,3.20312500e+007,-6.62529907e+001
,,,3.28125000e+007,-5.12745056e+001
,,,3.35937500e+007,-4.50367966e+001
,,,3.43750000e+007,-4.61210938e+001
,,,3.51562500e+007,-5.16725807e+001
,,,3.59375000e+007,-5.79634094e+001
,,,3.67187500e+007,-4.78564949e+001
,,,3.75000000e+007,-4.59336472e+001
,,,3.82812500e+007,-4.86090660e+001
,,,3.90625000e+007,-5.83096123e+001
,,,3.98437500e+007,-5.04172897e+001
,,,4.06250000e+007,-4.74859314e+001
,,,4.14062500e+007,-4.75381508e+001
,,,4.21875000e+007,-5.09673996e+001
,,,4.29687500e+007,-5.44200134e+001
,,,4.37500000e+007,-5.28879356e+001
,,,4.45312500e+007,-4.75163422e+001
,,,4.53125000e+007,-4.95499573e+001
,,,4.60937500e+007,-6.65492325e+001
,,,4.68750000e+007,-6.41935806e+001
,,,4.76562500e+007,-4.81976624e+001
,,,4.84375000e+007,-4.92482796e+001
,,,4.92187500e+007,-5.19739876e+001
,,,5.00000000e+007,-7.45337372e+001
,,,5.07812500e+007,-5.17761574e+001
,,,5.15625000e+007,-4.92078514e+001
,,,5.23437500e+007,-4.97381859e+001
,,,5.31250000e+007,-5.66129417e+001
,,,5.39062500e+007,-5.58660927e+001
,,,5.46875000e+007,-5.10270233e+001
