"Record Length",5000,"Points",-1.00800000e-007,2.46874999e-004
"Sample Interval",2.00000000e-010,s,-1.00600000e-007,1.40624991e-004
"Trigger Point",504,"Samples",-1.00400000e-007,2.59375000e-004
"Trigger Time",0.00000000e+000,s,-1.00200000e-007,3.87500009e-004
"",,,-1.00000000e-007,6.28125026e-004
"Horizontal Offset",-1.00800000e-007,s,-9.98000000e-008,7.37500034e-004
,,,-9.96000000e-008,6.15625025e-004
,,,-9.94000000e-008,5.62500021e-004
,,,-9.92000000e-008,2.68750000e-004
,,,-9.90000000e-008,2.43749999e-004
,,,-9.88000000e-008,2.06249996e-004
,,,-9.86000000e-008,3.00000003e-004
,,,-9.84000000e-008,5.34375019e-004
,,,-9.82000000e-008,5.50000020e-004
,,,-9.80000000e-008,6.40625027e-004
,,,-9.78000000e-008,5.81250023e-004
,,,-9.76000000e-008,4.68750015e-004
,,,-9.74000000e-008,4.53125013e-004
,,,-9.72000000e-008,2.81250001e-004
,,,-9.70000000e-008,1.93749995e-004
,,,-9.68000000e-008,3.96875009e-004
,,,-9.66000000e-008,3.59375007e-004
,,,-9.64000000e-008,5.40625020e-004
,,,-9.62000000e-008,5.09375017e-004
,,,-9.60000000e-008,4.81250015e-004
,,,-9.58000000e-008,4.25000011e-004
,,,-9.56000000e-008,3.71875008e-004
,,,-9.54000000e-008,5.78125022e-004
,,,-9.52000000e-008,5.12500018e-004
,,,-9.50000000e-008,3.06250003e-004
,,,-9.48000000e-008,3.90625009e-004
,,,-9.46000000e-008,2.84375002e-004
,,,-9.44000000e-008,3.68750007e-004
,,,-9.42000000e-008,4.87500016e-004
,,,-9.40000000e-008,5.00000017e-004
,,,-9.38000000e-008,6.37500026e-004
,,,-9.36000000e-008,5.84375023e-004
,,,-9.34000000e-008,4.93750016e-004
,,,-9.32000000e-008,4.09375010e-004
,,,-9.30000000e-008,2.84375002e-004
,,,-9.28000000e-008,2.90625002e-004
,,,-9.26000000e-008,2.09374996e-004
,,,-9.24000000e-008,3.68750007e-004
,,,-9.22000000e-008,6.81250030e-004
,,,-9.20000000e-008,5.65625021e-004
,,,-9.18000000e-008,7.34375033e-004
,,,-9.16000000e-008,5.00000017e-004
,,,-9.14000000e-008,2.84375002e-004
,,,-9.12000000e-008,3.06250003e-004
,,,-9.10000000e-008,1.96874995e-004
,,,-9.08000000e-008,3.56250007e-004
,,,-9.06000000e-008,3.46875006e-004
